curatorAfees,curatorAmax,curatorAmin,curatorAp,curatorAshares,curatorAtrans,curatorAutility,curatorBfees,curatorBmax,curatorBmin,curatorBp,curatorBshares,curatorBtrans,curatorButility,curatorCfees,curatorCmax,curatorCmin,curatorCp,curatorCshares,curatorCtrans,curatorCutility,curatorDfees,curatorDmax,curatorDmin,curatorDp,curatorDshares,curatorDtrans,curatorDutility,curatorEfees,curatorEmax,curatorEmin,curatorEp,curatorEshares,curatorEtrans,curatorEutility,feeRate,price,shares,signal,time
0.0,2500.0,1000.0,0.0,0.0,0.0,0.0,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,500.0,500.0,1
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,732.1584507680664,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0284825543294147,1089.7247358851682,1120.7628798791245,2
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,732.1584507680664,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,417.170859388184,0.05,1.0486680623058295,1737.7302844922558,1822.3022502486517,3
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,732.1584507680664,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,417.170859388184,0.05,1.0486680623058295,1737.7302844922558,1822.3022502486517,4
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,227.64947321725754,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,417.170859388184,0.05,1.0486680623058295,1737.7302844922558,1822.3022502486517,5
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,227.64947321725754,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,417.170859388184,0.05,1.0486680623058295,1737.7302844922558,1822.3022502486517,6
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,227.64947321725754,0.0,4000.0,500.0,0.0,0.0,0.0,0.0,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,417.170859388184,0.05,1.049808361777122,1774.3895236352514,1862.7689589620109,7
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,227.64947321725754,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,417.170859388184,0.05,1.0663762977602576,2534.31892579146,2702.53763342925,8
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,227.64947321725754,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,65.53719053101315,0.05,1.0663762977602576,2534.31892579146,2702.53763342925,9
20.337124529969675,2500.0,1000.0,620.7628798791247,589.7247358851682,1.0,227.64947321725754,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,65.53719053101315,0.05,1.0663762977602576,2534.31892579146,2702.53763342925,10
20.337124529969675,2500.0,1000.0,517.5220905161932,492.9101409061061,2.0,-11.974126277475648,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,65.53719053101315,0.05,1.0663762977602576,2437.5043308123977,2599.296844066319,11
20.337124529969675,2500.0,1000.0,517.5220905161932,492.9101409061061,2.0,-11.974126277475648,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,0.0,3500.0,1750.0,0.0,0.0,0.0,0.0,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,96.00450319288086,0.05,1.0663762977602576,2437.5043308123977,2599.296844066319,12
20.337124529969675,2500.0,1000.0,517.5220905161932,492.9101409061061,2.0,-11.974126277475648,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,16.07279906557871,3500.0,1750.0,358.46697779478745,319.3465848971904,1.0,46.964103287983846,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,96.00450319288086,0.05,1.0728776826511144,2756.850915709588,2957.763821861106,13
20.337124529969675,2500.0,1000.0,517.5220905161932,492.9101409061061,2.0,-11.974126277475648,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,16.07279906557871,3500.0,1750.0,358.46697779478745,319.3465848971904,1.0,46.964103287983846,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,3.6190532302099427,0.05,1.0728776826511144,2756.850915709588,2957.763821861106,14
20.337124529969675,2500.0,1000.0,279.02463196942153,270.6131704281324,3.0,-12.100770536869732,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.6532205791948,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,16.07279906557871,3500.0,1750.0,358.46697779478745,319.3465848971904,1.0,46.964103287983846,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,3.6190532302099427,0.05,1.0728776826511146,2534.5539452316143,2719.2663633143343,15
20.337124529969675,2500.0,1000.0,279.02463196942153,270.6131704281324,3.0,-12.100770536869732,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.54200279950896,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,16.07279906557871,3500.0,1750.0,358.46697779478745,319.3465848971904,1.0,46.964103287983846,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,3.6190532302099427,0.05,1.0728776826511146,2534.5539452316143,2719.2663633143343,16
20.337124529969675,2500.0,1000.0,279.02463196942153,270.6131704281324,3.0,-12.100770536869732,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.54200279950896,1.9824226780025402,2000.0,1500.0,40.46670871335846,36.659239142995574,1.0,0.8536875747018584,21.161837542759557,3500.0,1750.0,463.8553325012199,412.6647129467125,2.0,85.76293468867459,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,3.6190532302099427,0.05,1.074882885944265,2627.8720732811366,2824.654718020767,17
20.337124529969675,2500.0,1000.0,279.02463196942153,270.6131704281324,3.0,-12.100770536869732,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.54200279950896,1.9824226780025402,2000.0,1500.0,1.062319946813659,0.0,2.0,-1.062319946813659,21.161837542759557,3500.0,1750.0,463.8553325012199,412.6647129467125,2.0,85.76293468867459,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,3.6190532302099427,0.05,1.074882885944265,2591.2128341381413,2785.2503292542233,18
20.337124529969675,2500.0,1000.0,279.02463196942153,270.6131704281324,3.0,-12.100770536869732,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.54200279950896,1.9824226780025402,2000.0,1500.0,1.062319946813659,0.0,2.0,-1.062319946813659,21.161837542759557,3500.0,1750.0,463.8553325012199,412.6647129467125,2.0,85.76293468867459,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,48.69489067212169,0.05,1.074882885944265,2591.2128341381413,2785.2503292542233,19
20.337124529969675,2500.0,1000.0,279.02463196942153,270.6131704281324,3.0,-12.100770536869732,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.54200279950896,1.9824226780025402,2000.0,1500.0,1.062319946813659,0.0,2.0,-1.062319946813659,21.161837542759557,3500.0,1750.0,463.8553325012199,412.6647129467125,2.0,85.76293468867459,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,48.69489067212169,0.05,1.074882885944265,2591.2128341381413,2785.2503292542233,20
20.337124529969675,2500.0,1000.0,132.54784796980312,134.34085098289273,4.0,4.2587774645589604,32.41857636513701,4000.0,500.0,839.7686744672392,759.9294021562089,1.0,359.54200279950896,1.9824226780025402,2000.0,1500.0,1.062319946813659,0.0,2.0,-1.062319946813659,21.161837542759557,3500.0,1750.0,463.8553325012199,412.6647129467125,2.0,85.76293468867459,25.68376186522589,3000.0,0.0,701.5393703695263,648.0055486070876,1.0,48.69489067212169,0.05,1.074882885944265,2454.9405146929016,2638.7735452546053,21
